kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank,filename,num_records,seqlength
Eukaryota,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus,Apostichopus californicus,GCA_020650975.1,genbank,2032702,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/650/975/GCA_020650975.1_ASM2065097v1/GCA_020650975.1_ASM2065097v1_genomic.fna.gz,species,sequences/GCA_020650975.1_ASM2065097v1.fna.gz,308084,786374980
Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,GCA_037043125.1,genbank,34886,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/125/GCA_037043125.1_mEumJub1_p1.0/GCA_037043125.1_mEumJub1_p1.0_genomic.fna.gz,species,sequences/GCA_037043125.1_mEumJub1_p1.0.fna.gz,351,2590581178
Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,GCA_947044825.1,genbank,9718,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/044/825/GCA_947044825.1_Saimaa_ringed_seal_draft_genome/GCA_947044825.1_Saimaa_ringed_seal_draft_genome_genomic.fna.gz,species,sequences/GCA_947044825.1_Saimaa_ringed_seal_draft_genome.fna.gz,2183,2350022681
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania bispinosa,GCA_026901365.1,genbank,485725,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/901/365/GCA_026901365.1_ASM2690136v1/GCA_026901365.1_ASM2690136v1_genomic.fna.gz,species,sequences/GCA_026901365.1_ASM2690136v1.fna.gz,1235,1038494862
Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa sapidissima,GCA_019202745.1,genbank,34773,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/202/745/GCA_019202745.1_Alosa.v1/GCA_019202745.1_Alosa.v1_genomic.fna.gz,species,sequences/GCA_019202745.1_Alosa.v1.fna.gz,273,920207828
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,GCA_033439445.1,genbank,9940,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/445/GCA_033439445.1_ASM3343944v1/GCA_033439445.1_ASM3343944v1_genomic.fna.gz,species,sequences/GCA_033439445.1_ASM3343944v1.fna.gz,190,2956509267
Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona squamosa,GCA_035584095.1,genbank,301693,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/095/GCA_035584095.1_ASM3558409v1/GCA_035584095.1_ASM3558409v1_genomic.fna.gz,species,sequences/GCA_035584095.1_ASM3558409v1.fna.gz,64832,587834095
Eukaryota,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis,Lepomis gibbosus,GCA_029875015.1,genbank,270329,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/875/015/GCA_029875015.1_ASM2987501v1/GCA_029875015.1_ASM2987501v1_genomic.fna.gz,species,sequences/GCA_029875015.1_ASM2987501v1.fna.gz,252430,773627628
Eukaryota,Chordata,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,Xiphias gladius,GCA_016859285.1,genbank,8245,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/859/285/GCA_016859285.1_ASM1685928v1/GCA_016859285.1_ASM1685928v1_genomic.fna.gz,species,sequences/GCA_016859285.1_ASM1685928v1.fna.gz,1482,691790571
Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,GCA_014218235.1,genbank,4460,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/235/GCA_014218235.1_Taro_JAAS_v1.0/GCA_014218235.1_Taro_JAAS_v1.0_genomic.fna.gz,species,sequences/GCA_014218235.1_Taro_JAAS_v1.0.fna.gz,7735,2405846852
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Eragrostis,Eragrostis tef,GCA_024500355.1,genbank,110835,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/500/355/GCA_024500355.1_Salk_teff_dabbi_3.0/GCA_024500355.1_Salk_teff_dabbi_3.0_genomic.fna.gz,species,sequences/GCA_024500355.1_Salk_teff_dabbi_3.0.fna.gz,874,575076302
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Luffa,Luffa aegyptiaca,GCA_017139565.1,genbank,3670,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/139/565/GCA_017139565.1_ASM1713956v1/GCA_017139565.1_ASM1713956v1_genomic.fna.gz,species,sequences/GCA_017139565.1_ASM1713956v1.fna.gz,326,656028354
Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,GCA_943295565.1,genbank,9103,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/295/565/GCA_943295565.1_MGAL_WU_HG_1.0_parent1/GCA_943295565.1_MGAL_WU_HG_1.0_parent1_genomic.fna.gz,species,sequences/GCA_943295565.1_MGAL_WU_HG_1.0_parent1.fna.gz,415,1051251094
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,GCA_963920265.1,genbank,9913,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/265/GCA_963920265.1_seqoccin.Bt.char.SAMEA114541727.v1.0/GCA_963920265.1_seqoccin.Bt.char.SAMEA114541727.v1.0_genomic.fna.gz,species,sequences/GCA_963920265.1_seqoccin.Bt.char.SAMEA114541727.v1.0.fna.gz,487,2710476372
Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Sander,Sander vitreus,GCA_031162955.1,genbank,283036,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/162/955/GCA_031162955.1_sanVit1/GCA_031162955.1_sanVit1_genomic.fna.gz,species,sequences/GCA_031162955.1_sanVit1.fna.gz,684,791702833
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,GCA_026213295.1,genbank,1042646,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/213/295/GCA_026213295.1_NIFS_Gcha_1.0/GCA_026213295.1_NIFS_Gcha_1.0_genomic.fna.gz,species,sequences/GCA_026213295.1_NIFS_Gcha_1.0.fna.gz,167,629920150
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,Eutrema japonicum,GCA_030161335.1,genbank,75806,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/161/335/GCA_030161335.1_Ej_v1.1.2_hap2/GCA_030161335.1_Ej_v1.1.2_hap2_genomic.fna.gz,species,sequences/GCA_030161335.1_Ej_v1.1.2_hap2.fna.gz,14,765588432
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,Benincasa hispida,GCA_947786645.1,genbank,102211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/786/645/GCA_947786645.1_pf3_v1.1/GCA_947786645.1_pf3_v1.1_genomic.fna.gz,species,sequences/GCA_947786645.1_pf3_v1.1.fna.gz,1863,975621413
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,GCA_900312635.1,genbank,8060,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/635/GCA_900312635.1_ASM90031263v1/GCA_900312635.1_ASM90031263v1_genomic.fna.gz,species,sequences/GCA_900312635.1_ASM90031263v1.fna.gz,116705,394927939
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,GCA_900323355.1,genbank,8058,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/355/GCA_900323355.1_ASM90032335v1/GCA_900323355.1_ASM90032335v1_genomic.fna.gz,species,sequences/GCA_900323355.1_ASM90032335v1.fna.gz,122642,423942190
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,Pachyrhizus erosus,GCA_026544285.1,genbank,109171,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/544/285/GCA_026544285.1_ASM2654428v1/GCA_026544285.1_ASM2654428v1_genomic.fna.gz,species,sequences/GCA_026544285.1_ASM2654428v1.fna.gz,167915,448248034
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus albacares,GCA_914725855.2,genbank,8236,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/725/855/GCA_914725855.2_fThuAlb1.2/GCA_914725855.2_fThuAlb1.2_genomic.fna.gz,species,sequences/GCA_914725855.2_fThuAlb1.2.fna.gz,70,792134391
Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola lalandi,GCA_003054885.1,genbank,302047,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/054/885/GCA_003054885.1_wag_ytk_001/GCA_003054885.1_wag_ytk_001_genomic.fna.gz,species,sequences/GCA_003054885.1_wag_ytk_001.fna.gz,7606,766364468
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,GCA_009819705.1,genbank,8267,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/819/705/GCA_009819705.1_fHipHip1.pri/GCA_009819705.1_fHipHip1.pri_genomic.fna.gz,species,sequences/GCA_009819705.1_fHipHip1.pri.fna.gz,57,596792676
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,GCA_022539355.2,genbank,195615,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/539/355/GCA_022539355.2_HSTE1.2/GCA_022539355.2_HSTE1.2_genomic.fna.gz,species,sequences/GCA_022539355.2_HSTE1.2.fna.gz,52,602147347
Eukaryota,Arthropoda,Malacostraca,Decapoda,Majidae,Chionoecetes,Chionoecetes opilio,GCA_016584305.1,genbank,41210,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/584/305/GCA_016584305.1_ASM1658430v1/GCA_016584305.1_ASM1658430v1_genomic.fna.gz,species,sequences/GCA_016584305.1_ASM1658430v1.fna.gz,26514,2002919378
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,GCA_026652205.1,genbank,9925,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/652/205/GCA_026652205.1_ASM2665220v1/GCA_026652205.1_ASM2665220v1_genomic.fna.gz,species,sequences/GCA_026652205.1_ASM2665220v1.fna.gz,94,2631323452
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,"",Bos taurus x Bison bison,GCA_030254855.1,genbank,297284,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/855/GCA_030254855.1_TAMU_Bison_Bison_3.0/GCA_030254855.1_TAMU_Bison_Bison_3.0_genomic.fna.gz,species,sequences/GCA_030254855.1_TAMU_Bison_Bison_3.0.fna.gz,662,2983386259
Eukaryota,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus,GCA_000321225.1,genbank,9707,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/225/GCA_000321225.1_Oros_1.0/GCA_000321225.1_Oros_1.0_genomic.fna.gz,species,sequences/GCA_000321225.1_Oros_1.0.fna.gz,3892,2400133628
Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,GCA_002092955.1,genbank,29892,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/092/955/GCA_002092955.1_ASM209295v1/GCA_002092955.1_ASM209295v1_genomic.fna.gz,species,sequences/GCA_002092955.1_ASM209295v1.fna.gz,534,43569032
Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus,GCA_943193715.1,genbank,5341,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/715/GCA_943193715.1_gfAgaBisp1.1/GCA_943193715.1_gfAgaBisp1.1_genomic.fna.gz,species,sequences/GCA_943193715.1_gfAgaBisp1.1.fna.gz,14,30454534
Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,GCA_030770125.1,genbank,5353,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/770/125/GCA_030770125.1_TB_Sanjo_1/GCA_030770125.1_TB_Sanjo_1_genomic.fna.gz,species,sequences/GCA_030770125.1_TB_Sanjo_1.fna.gz,11,46496380
Eukaryota,"",Phaeophyceae,Laminariales,Alariaceae,Undaria,Undaria pinnatifida,GCA_020975765.1,genbank,74381,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/975/765/GCA_020975765.1_Upin_Kr2015/GCA_020975765.1_Upin_Kr2015_genomic.fna.gz,species,sequences/GCA_020975765.1_Upin_Kr2015.fna.gz,2581,634119850
Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,GCA_945909995.2,genbank,38945,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/909/995/GCA_945909995.2_gfFlaVelt1.2/GCA_945909995.2_gfFlaVelt1.2_genomic.fna.gz,species,sequences/GCA_945909995.2_gfFlaVelt1.2.fna.gz,15,37427120
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Dysphania,Dysphania ambrosioides,GCA_026401315.1,genbank,330163,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/401/315/GCA_026401315.1_BYU_DyAmbr/GCA_026401315.1_BYU_DyAmbr_genomic.fna.gz,species,sequences/GCA_026401315.1_BYU_DyAmbr.fna.gz,191,469227738
Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,GCA_029852705.2,genbank,5322,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/852/705/GCA_029852705.2_AS_PC9.15/GCA_029852705.2_AS_PC9.15_genomic.fna.gz,species,sequences/GCA_029852705.2_AS_PC9.15.fna.gz,14,35378061
Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia polytricha,GCA_003316125.1,genbank,29893,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/125/GCA_003316125.1_ASM331612v1/GCA_003316125.1_ASM331612v1_genomic.fna.gz,species,sequences/GCA_003316125.1_ASM331612v1.fna.gz,4689,38688730
Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Grifolaceae,Grifola,Grifola frondosa,GCA_003313135.1,genbank,5627,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/135/GCA_003313135.1_ASM331313v1/GCA_003313135.1_ASM331313v1_genomic.fna.gz,species,sequences/GCA_003313135.1_ASM331313v1.fna.gz,8456,41872913
Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Abramis,Abramis brama,GCA_022829085.1,genbank,38527,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/085/GCA_022829085.1_ASM2282908v1/GCA_022829085.1_ASM2282908v1_genomic.fna.gz,species,sequences/GCA_022829085.1_ASM2282908v1.fna.gz,66,1067396354
Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus cibarius,GCA_003521295.1,genbank,36066,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/521/295/GCA_003521295.1_ASM352129v1/GCA_003521295.1_ASM352129v1_genomic.fna.gz,species,sequences/GCA_003521295.1_ASM352129v1.fna.gz,20150,61641182
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,GCA_963576545.1,genbank,27771,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/576/545/GCA_963576545.1_fLimLim1.1/GCA_963576545.1_fLimLim1.1_genomic.fna.gz,species,sequences/GCA_963576545.1_fLimLim1.1.fna.gz,339,717597899
Eukaryota,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias,GCA_030390025.1,genbank,7797,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/390/025/GCA_030390025.1_ASM3039002v1/GCA_030390025.1_ASM3039002v1_genomic.fna.gz,species,sequences/GCA_030390025.1_ASM3039002v1.fna.gz,3882,3713488297
Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus timidus,GCA_009760805.1,genbank,62621,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/805/GCA_009760805.1_CIBIO-ISEM_LeTim_1.1/GCA_009760805.1_CIBIO-ISEM_LeTim_1.1_genomic.fna.gz,species,sequences/GCA_009760805.1_CIBIO-ISEM_LeTim_1.1.fna.gz,4205,2703257108
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus namaycush,GCA_016432855.1,genbank,8040,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/855/GCA_016432855.1_SaNama_1.0/GCA_016432855.1_SaNama_1.0_genomic.fna.gz,species,sequences/GCA_016432855.1_SaNama_1.0.fna.gz,4121,2345513379
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,GCA_027123545.1,genbank,80723,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/123/545/GCA_027123545.1_ASM2712354v1/GCA_027123545.1_ASM2712354v1_genomic.fna.gz,species,sequences/GCA_027123545.1_ASM2712354v1.fna.gz,48018,543865997
Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Metroxylon,Metroxylon sagu,GCA_017589505.3,genbank,93297,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/505/GCA_017589505.3_Sago_v3/GCA_017589505.3_Sago_v3_genomic.fna.gz,species,sequences/GCA_017589505.3_Sago_v3.fna.gz,667,472412277
Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Sander,Sander lucioperca,GCA_023718385.1,genbank,283035,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/718/385/GCA_023718385.1_ASM2371838v1/GCA_023718385.1_ASM2371838v1_genomic.fna.gz,species,sequences/GCA_023718385.1_ASM2371838v1.fna.gz,210,898254744
Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta,GCA_023344045.1,genbank,64668,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/344/045/GCA_023344045.1_bLagMut1_alternate/GCA_023344045.1_bLagMut1_alternate_genomic.fna.gz,species,sequences/GCA_023344045.1_bLagMut1_alternate.fna.gz,3212,923340374
Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes alutus,GCA_916700825.1,genbank,72055,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/825/GCA_916700825.1_S-alutus_KUI2069/GCA_916700825.1_S-alutus_KUI2069_genomic.fna.gz,species,sequences/GCA_916700825.1_S-alutus_KUI2069.fna.gz,60864,793687741
Eukaryota,"",Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina japonica,GCA_008828725.1,genbank,88149,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/828/725/GCA_008828725.1_ASM882872v1/GCA_008828725.1_ASM882872v1_genomic.fna.gz,species,sequences/GCA_008828725.1_ASM882872v1.fna.gz,4598,535382851
Eukaryota,Chordata,"",Testudines,Cheloniidae,Chelonia,Chelonia mydas,GCA_015237465.2,genbank,8469,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/237/465/GCA_015237465.2_rCheMyd1.pri.v2/GCA_015237465.2_rCheMyd1.pri.v2_genomic.fna.gz,species,sequences/GCA_015237465.2_rCheMyd1.pri.v2.fna.gz,92,2134358617
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Theobroma grandiflorum,GCA_036013995.1,genbank,108881,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/013/995/GCA_036013995.1_ASM3601399v1/GCA_036013995.1_ASM3601399v1_genomic.fna.gz,species,sequences/GCA_036013995.1_ASM3601399v1.fna.gz,10,423916809
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Vitellaria,Vitellaria paradoxa,GCA_019916065.1,genbank,292385,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/916/065/GCA_019916065.1_ASM1991606v1/GCA_019916065.1_ASM1991606v1_genomic.fna.gz,species,sequences/GCA_019916065.1_ASM1991606v1.fna.gz,109,667213145
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia oleifera,GCA_022316695.1,genbank,385388,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/316/695/GCA_022316695.1_ASM2231669v1/GCA_022316695.1_ASM2231669v1_genomic.fna.gz,species,sequences/GCA_022316695.1_ASM2231669v1.fna.gz,2134,2889508820
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum pubescens,GCA_030864215.1,genbank,113210,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/215/GCA_030864215.1_ASM3086421v1/GCA_030864215.1_ASM3086421v1_genomic.fna.gz,species,sequences/GCA_030864215.1_ASM3086421v1.fna.gz,73,3927439990
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella rubra,GCA_003952965.2,genbank,262757,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/965/GCA_003952965.2_Mru_ZJU_2/GCA_003952965.2_Mru_ZJU_2_genomic.fna.gz,species,sequences/GCA_003952965.2_Mru_ZJU_2.fna.gz,511,313008583
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dracunculus,GCA_035048425.1,genbank,4219,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/048/425/GCA_035048425.1_ASM3504842v1/GCA_035048425.1_ASM3504842v1_genomic.fna.gz,genus,sequences/GCA_035048425.1_ASM3504842v1.fna.gz,240101,591186982
Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum aromaticum,GCA_003546025.1,genbank,13428,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/025/GCA_003546025.1_ASBRC_Ckan_1.0/GCA_003546025.1_ASBRC_Ckan_1.0_genomic.fna.gz,genus,sequences/GCA_003546025.1_ASBRC_Ckan_1.0.fna.gz,2150,730416403
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,"",GCA_033971965.1,genbank,3660,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/971/965/GCA_033971965.1_UNAM_Cfic_1.0/GCA_033971965.1_UNAM_Cfic_1.0_genomic.fna.gz,genus,sequences/GCA_033971965.1_UNAM_Cfic_1.0.fna.gz,68,240643616
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,"",GCA_025175695.1,genbank,119950,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/175/695/GCA_025175695.1_ekl_cut1000.fasta/GCA_025175695.1_ekl_cut1000.fasta_genomic.fna.gz,genus,sequences/GCA_025175695.1_ekl_cut1000.fasta.fna.gz,75152,211860844
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea aquatica,GCA_009835305.1,genbank,4119,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/305/GCA_009835305.1_UM_IpPur_1.0/GCA_009835305.1_UM_IpPur_1.0_genomic.fna.gz,genus,sequences/GCA_009835305.1_UM_IpPur_1.0.fna.gz,17867,194325437
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,"",GCA_025802195.1,genbank,3869,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/802/195/GCA_025802195.1_ASM2580219v1/GCA_025802195.1_ASM2580219v1_genomic.fna.gz,genus,sequences/GCA_025802195.1_ASM2580219v1.fna.gz,58702,416922038
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus pumila,GCA_028456135.1,genbank,3749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/135/GCA_028456135.1_Malus_sieversii.altA/GCA_028456135.1_Malus_sieversii.altA_genomic.fna.gz,genus,sequences/GCA_028456135.1_Malus_sieversii.altA.fna.gz,17,653630470
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,"",GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3/GCA_001642375.2_Mlong_CMEN585_v3_genomic.fna.gz,genus,sequences/GCA_001642375.2_Mlong_CMEN585_v3.fna.gz,307,468946732
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,"",GCA_029231665.1,genbank,3497,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/231/665/GCA_029231665.1_JNU_Mind_1.1/GCA_029231665.1_JNU_Mind_1.1_genomic.fna.gz,genus,sequences/GCA_029231665.1_JNU_Mind_1.1.fna.gz,365,505297950
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum,GCA_001748785.1,genbank,39173,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/785/GCA_001748785.1_OcimTenu2.0/GCA_001748785.1_OcimTenu2.0_genomic.fna.gz,genus,sequences/GCA_001748785.1_OcimTenu2.0.fna.gz,230018,311124790
Eukaryota,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,"",GCA_023529315.1,genbank,3468,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/529/315/GCA_023529315.1_Yrk_Pbra_ont_1/GCA_023529315.1_Yrk_Pbra_ont_1_genomic.fna.gz,genus,sequences/GCA_023529315.1_Yrk_Pbra_ont_1.fna.gz,5423,2150148553
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,Aronia melanocarpa,GCA_025448175.1,genbank,193297,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/448/175/GCA_025448175.1_ASM2544817v1/GCA_025448175.1_ASM2544817v1_genomic.fna.gz,genus,sequences/GCA_025448175.1_ASM2544817v1.fna.gz,219776,638142640
Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,"",GCA_031772625.1,genbank,3337,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/772/625/GCA_031772625.1_CPIR1/GCA_031772625.1_CPIR1_genomic.fna.gz,genus,sequences/GCA_031772625.1_CPIR1.fna.gz,17,24405841842
Eukaryota,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper nigrum,GCA_032619315.1,genbank,13215,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/619/315/GCA_032619315.1_KAU_P.longum/GCA_032619315.1_KAU_P.longum_genomic.fna.gz,genus,sequences/GCA_032619315.1_KAU_P.longum.fna.gz,89204,447704914
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,"",GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1/GCA_034190965.1_ASM3419096v1_genomic.fna.gz,genus,sequences/GCA_034190965.1_ASM3419096v1.fna.gz,280,282329729
