orig_taxid,kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2459368174,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422983806,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530492,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422983515,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530228,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2052617207,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422983609,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530313,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2214779118,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2222309666,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422984179,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530748,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422983900,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530578,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422984087,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2166980205,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,1354702845,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2422984266,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2431530833,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2194746118,nucleotide,40958,,genus
271192,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2199203319,nucleotide,40958,,genus
49987,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,2288455107,nucleotide,49986,,genus
49987,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,2288452493,nucleotide,49986,,genus
49987,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,2301266772,nucleotide,49986,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2565320436,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2577881370,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2438308707,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2181839759,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2216744878,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2517670203,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2530892239,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2557276063,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,1859637440,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,1859637358,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2517670116,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2530892152,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2557276236,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2517670290,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2530892326,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2557276150,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2515410774,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,1386675601,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2074131964,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2204566911,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2177180930,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,146261310,nucleotide,3801,,genus
23283,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2204566910,nucleotide,3801,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,410176134,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2046217349,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2288450607,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2288447531,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2288455653,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2288456575,nucleotide,39174,,genus
1384207,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum x majoricum,2288454031,nucleotide,39174,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2565320436,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2577881370,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2438308707,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2181839759,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2216744878,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2517670203,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2530892239,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2557276063,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,1859637440,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,1859637358,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2517670116,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2530892152,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2557276236,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2517670290,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2530892326,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2557276150,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2515410774,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,1386675601,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2074131964,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2204566911,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2177180930,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,146261310,nucleotide,3801,,genus
175226,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes glandulosum,2204566910,nucleotide,3801,,genus
151847,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Malpighia,Malpighia emarginata,2096846148,nucleotide,17047,,genus
31444,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,,2046386888,nucleotide,31444,,genus
31444,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,,1279577373,nucleotide,31444,,genus
31444,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,,1299050452,nucleotide,31444,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1005653168,nucleotide,4450,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1016471041,nucleotide,4450,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1694465496,nucleotide,4450,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1714604983,nucleotide,4450,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,2311026972,nucleotide,4450,,genus
15008,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,2328349978,nucleotide,4450,,genus
210060,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Marantaceae,Maranta,Maranta arundinacea,557637221,nucleotide,16300,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2450339909,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2450339931,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492216,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651577229,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947812,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601439,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492224,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1979357568,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1819718639,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1829768256,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1573389074,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308906,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523518001,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601309,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517998,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799863,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1770789567,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1540586897,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601111,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601159,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601170,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601134,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2449927560,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2468675244,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523518006,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517992,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492219,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651576940,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947640,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601127,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601438,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1779937075,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1964094855,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1953563714,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799868,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799879,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2618386160,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2627918640,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492223,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651576632,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1940121483,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2055402475,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2050192922,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492221,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2645648893,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692938504,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308810,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517488,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2248529498,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517991,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601107,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517990,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517514,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308733,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308741,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2543963048,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1940120892,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2055401996,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2090601198,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1959386047,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2088251341,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2450353290,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2468677201,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1843251149,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438309101,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1750940232,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1919560139,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1953563798,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308719,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1904725238,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1847690830,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799870,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799869,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492220,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651577042,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947726,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799876,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799859,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799871,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799862,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2523517521,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799861,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799877,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799860,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492217,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651577396,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947898,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2438308764,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799864,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492218,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651576839,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947554,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799875,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1393489345,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1418584927,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799878,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799867,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2638492222,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2651576735,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2692947468,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799874,nucleotide,4204,,genus
237934,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,1941799873,nucleotide,4204,,genus
